13	-0.500000	-0.500000	0.600000
14	0.500000	-0.500000	0.600000
15	0.500000	0.500000	0.600000
16	-0.500000	0.500000	0.600000
81	-0.300000	-0.500000	0.600000
82	-0.100000	-0.500000	0.600000
83	0.100000	-0.500000	0.600000
84	0.300000	-0.500000	0.600000
85	0.500000	-0.300000	0.600000
86	0.500000	-0.100000	0.600000
87	0.500000	0.100000	0.600000
88	0.500000	0.300000	0.600000
89	0.300000	0.500000	0.600000
90	0.100000	0.500000	0.600000
91	-0.100000	0.500000	0.600000
92	-0.300000	0.500000	0.600000
93	-0.500000	0.300000	0.600000
94	-0.500000	0.100000	0.600000
95	-0.500000	-0.100000	0.600000
96	-0.500000	-0.300000	0.600000
229	-0.300000	-0.300000	0.600000
230	-0.300000	-0.100000	0.600000
231	-0.300000	0.100000	0.600000
232	-0.300000	0.300000	0.600000
233	-0.100000	-0.300000	0.600000
234	-0.100000	-0.100000	0.600000
235	-0.100000	0.100000	0.600000
236	-0.100000	0.300000	0.600000
237	0.100000	-0.300000	0.600000
238	0.100000	-0.100000	0.600000
239	0.100000	0.100000	0.600000
240	0.100000	0.300000	0.600000
241	0.300000	-0.300000	0.600000
242	0.300000	-0.100000	0.600000
243	0.300000	0.100000	0.600000
244	0.300000	0.300000	0.600000
